user_id,num_orders,total_spent_eur,avg_days_between_orders,R_score,F_score,M_score,segment
43,12,323.8,11.818181818181818,4,3,4,Loyal
44,4,37.53,30.0,1,1,1,Lost
45,5,1.19,15.75,3,1,1,New
46,20,254.3,17.36842105263158,2,4,4,Sleeping
47,6,39.73,9.6,4,2,1,New
48,11,248.93,20.9,2,3,4,Sleeping
49,9,130.78,24.875,1,3,3,Sleeping
50,68,910.46,5.432835820895522,5,5,5,Premium
51,4,114.1,15.333333333333334,3,1,2,New
52,28,413.68,8.851851851851851,4,5,4,Premium
53,4,75.25,15.333333333333334,3,1,2,New
54,78,1831.14,4.7272727272727275,5,5,5,Premium
55,8,267.19,19.428571428571427,2,2,4,High_Check
56,13,399.39,7.0,5,3,4,Loyal
57,15,134.63,8.071428571428571,5,4,3,Loyal
58,16,65.05,9.133333333333333,4,4,2,Frugal
59,11,240.76,16.1,3,3,3,Loyal
60,9,179.75,25.5,1,3,3,Sleeping
61,5,73.18,22.75,1,1,2,Lost
62,11,354.9,16.8,3,3,4,Loyal
63,40,1611.33,9.23076923076923,4,5,5,Premium
64,11,454.54,11.7,4,3,4,Loyal
65,15,403.15,14.0,3,4,4,Loyal
66,7,9.42,28.833333333333332,1,2,1,Lost
67,25,196.98,7.458333333333333,5,5,3,Loyal
68,7,271.28999999999996,28.5,1,2,4,High_Check
69,6,24.17,11.2,4,2,1,New
70,14,200.66,19.923076923076923,2,4,3,Sleeping
71,24,979.38,14.391304347826088,3,4,5,Loyal
72,13,209.79,16.5,3,3,3,Loyal
73,8,49.62,23.285714285714285,1,2,1,Lost
74,6,90.03999999999999,16.0,3,2,2,Promising
75,24,788.15,8.73913043478261,5,4,5,Premium
76,10,25.95,21.11111111111111,2,3,1,Sleeping
77,13,611.34,14.666666666666666,3,3,5,Loyal
78,7,32.32,14.833333333333334,3,2,1,New
79,8,349.94,19.857142857142858,2,2,4,High_Check
80,13,596.1800000000001,9.333333333333334,4,3,5,Loyal
81,8,98.93,21.0,2,2,2,Lost
82,20,451.7,11.263157894736842,4,4,4,Premium
83,7,49.44,20.0,2,2,1,Lost
84,9,237.84,21.625,2,3,3,Sleeping
85,8,116.94,16.428571428571427,3,2,2,Promising
86,18,852.4,19.41176470588235,2,4,5,Sleeping
87,28,499.67,10.222222222222221,4,5,4,Premium
88,8,11.879999999999999,18.285714285714285,2,2,1,Lost
89,21,651.5699999999999,9.2,4,4,5,Premium
90,72,789.83,3.4507042253521125,5,5,5,Premium
91,16,656.49,10.066666666666666,4,4,5,Premium
92,6,68.58,24.0,1,2,2,Lost
93,15,31.639999999999997,12.714285714285714,4,4,1,Frugal
94,10,85.92999999999999,16.333333333333332,3,3,2,Promising
95,9,345.42,21.125,2,3,4,Sleeping
96,17,423.23,12.625,4,4,4,Premium
97,6,41.809999999999995,20.4,2,2,1,Lost
98,15,167.66,21.0,2,4,3,Sleeping
99,19,560.25,17.944444444444443,2,4,5,Sleeping
100,6,70.6,26.8,1,2,2,Lost
101,21,487.69,14.55,3,4,4,Loyal
102,7,231.42,25.833333333333332,1,2,3,Lost
103,18,259.18,12.352941176470589,4,4,4,Premium
104,6,32.0,17.2,2,2,1,Lost
105,8,19.389999999999997,21.571428571428573,2,2,1,Lost
106,4,98.58000000000001,9.333333333333334,4,1,2,New
107,16,154.76,16.133333333333333,3,4,3,Loyal
108,8,216.1,19.857142857142858,2,2,3,Lost
109,7,87.55,20.166666666666668,2,2,2,Lost
110,21,1139.34,15.75,3,4,5,Loyal
111,8,102.81,17.714285714285715,2,2,2,Lost
112,27,363.34,7.923076923076923,5,5,4,Premium
113,6,0.0,16.2,3,2,1,New
114,5,288.06,6.75,5,1,4,High_Check
115,13,134.95,16.333333333333332,3,3,3,Loyal
116,7,41.21,12.5,4,2,1,New
117,12,13.72,19.454545454545453,2,3,1,Sleeping
118,28,472.82,13.296296296296296,3,5,4,Loyal
119,4,70.15,18.333333333333332,2,1,2,Lost
120,4,25.119999999999997,21.333333333333332,2,1,1,Lost
121,11,169.23,20.5,2,3,3,Sleeping
122,30,47.83,8.689655172413794,5,5,1,Frugal
123,11,147.53,20.4,2,3,3,Sleeping
124,9,345.88,15.875,3,3,4,Loyal
125,14,70.33,11.76923076923077,4,4,2,Frugal
126,11,327.52,24.1,1,3,4,Sleeping
127,18,39.54,13.058823529411764,3,4,1,Frugal
128,12,201.6,16.363636363636363,3,3,3,Loyal
129,12,168.04000000000002,9.545454545454545,4,3,3,Loyal
130,4,113.42,24.0,1,1,2,Lost
131,10,63.87,19.333333333333332,2,3,2,Sleeping
132,25,249.54,3.4166666666666665,5,5,4,Premium
133,21,238.16,6.65,5,4,3,Loyal
134,7,144.36,22.166666666666668,1,2,3,Lost
135,5,81.34,13.25,3,1,2,New
136,5,129.02,15.75,3,1,3,New
137,7,186.26999999999998,22.166666666666668,1,2,3,Lost
138,33,324.4,11.125,4,5,4,Premium
139,5,30.0,12.5,4,1,1,New
140,77,2866.88,4.802631578947368,5,5,5,Premium
141,5,173.17000000000002,7.75,5,1,3,New
142,46,1124.45,7.155555555555556,5,5,5,Premium
143,15,386.54,8.0,5,4,4,Premium
144,8,83.66,7.285714285714286,5,2,2,Promising
145,9,91.22,7.0,5,3,2,Promising
146,41,471.58,9.075,4,5,4,Premium
147,14,144.71,17.0,3,4,3,Loyal
148,8,88.86,9.857142857142858,4,2,2,Promising
149,16,547.53,16.933333333333334,3,4,4,Loyal
150,32,307.23,10.483870967741936,4,5,4,Premium
151,12,445.84,6.636363636363637,5,3,4,Loyal
152,66,1474.01,5.569230769230769,5,5,5,Premium
153,20,746.0799999999999,11.052631578947368,4,4,5,Premium
154,36,595.32,9.542857142857143,4,5,5,Premium
155,23,532.34,15.318181818181818,3,4,4,Loyal
156,4,15.91,9.333333333333334,4,1,1,New
157,5,94.58,5.0,5,1,2,New
158,6,71.13,17.4,2,2,2,Lost
159,5,158.47,24.0,1,1,3,Lost
160,13,302.38,14.5,3,3,4,Loyal
161,21,715.63,16.65,3,4,5,Loyal
162,15,163.93,5.5,5,4,3,Loyal
163,12,158.84,9.090909090909092,4,3,3,Loyal
164,11,325.94,17.3,2,3,4,Sleeping
165,8,205.85,22.285714285714285,1,2,3,Lost
166,7,75.68,22.833333333333332,1,2,2,Lost
167,6,27.869999999999997,17.4,2,2,1,Lost
168,23,218.65,8.681818181818182,5,4,3,Loyal
169,7,151.63,19.833333333333332,2,2,3,Lost
170,4,1.95,30.0,1,1,1,Lost
171,7,60.49,10.333333333333334,4,2,2,Promising
172,7,75.82000000000001,12.166666666666666,4,2,2,Promising
173,45,1509.51,6.045454545454546,5,5,5,Premium
174,28,532.58,11.185185185185185,4,5,4,Premium
175,24,217.74,5.260869565217392,5,4,3,Loyal
176,7,67.98,23.0,1,2,2,Lost
177,15,91.71,6.571428571428571,5,4,2,Frugal
178,6,119.49000000000001,13.8,3,2,2,Promising
179,6,165.74,19.0,2,2,3,Lost
180,7,674.03,25.166666666666668,1,2,5,High_Check
181,11,166.64999999999998,21.2,2,3,3,Sleeping
182,27,488.45,12.5,4,5,4,Premium
183,5,174.19,15.25,3,1,3,New
184,12,252.46,23.545454545454547,1,3,4,Sleeping
185,7,65.44,29.166666666666668,1,2,2,Lost
186,8,46.79,12.714285714285714,4,2,1,New
187,33,143.71,6.875,5,5,3,Loyal
188,6,155.28,7.0,5,2,3,Promising
189,12,148.16000000000003,14.818181818181818,3,3,3,Loyal
190,18,350.9,14.647058823529411,3,4,4,Loyal
191,5,39.33,4.75,5,1,1,New
192,6,121.21000000000001,29.8,1,2,2,Lost
193,6,96.82,18.4,2,2,2,Lost
194,10,160.74,16.0,3,3,3,Loyal
195,59,1421.35,5.482758620689655,5,5,5,Premium
196,4,5.92,22.0,2,1,1,Lost
197,21,1540.25,3.6,5,4,5,Premium
198,6,139.33,14.8,3,2,3,Promising
199,4,58.55,15.666666666666666,3,1,1,New
200,10,490.35,22.0,2,3,4,Sleeping
201,8,179.98,9.857142857142858,4,2,3,Promising
202,14,925.14,19.307692307692307,2,4,5,Sleeping
203,4,18.96,20.0,2,1,1,Lost
204,59,1154.75,6.293103448275862,5,5,5,Premium
205,13,110.84,14.333333333333334,3,3,2,Promising
206,29,634.43,12.392857142857142,4,5,5,Premium
207,4,72.5,24.666666666666668,1,1,2,Lost
208,19,225.82,9.666666666666666,4,4,3,Loyal
209,20,492.64,12.68421052631579,4,4,4,Premium
210,100,3818.0,3.3333333333333335,5,5,5,Premium
211,5,98.43,7.25,5,1,2,New
212,13,49.33,14.833333333333334,3,3,1,New
213,6,74.03,17.0,3,2,2,Promising
214,28,1336.44,11.666666666666666,4,5,5,Premium
215,6,63.96,26.2,1,2,2,Lost
216,18,737.3199999999999,14.705882352941176,3,4,5,Loyal
217,12,162.57,18.727272727272727,2,3,3,Sleeping
218,7,0.0,14.333333333333334,3,2,1,New
219,34,369.46,10.272727272727273,4,5,4,Premium
220,17,473.78000000000003,18.1875,2,4,4,Sleeping
221,24,541.26,11.608695652173912,4,4,4,Premium
222,71,774.4300000000001,5.214285714285714,5,5,5,Premium
223,50,2499.83,7.428571428571429,5,5,5,Premium
224,4,44.55,17.666666666666668,2,1,1,Lost
225,12,114.03999999999999,15.454545454545455,3,3,2,Promising
226,22,291.35,14.19047619047619,3,4,4,Loyal
227,32,1353.1,8.741935483870968,5,5,5,Premium
228,5,67.77,8.0,5,1,2,New
229,18,594.31,13.764705882352942,3,4,5,Loyal
230,11,57.92,21.3,2,3,1,Sleeping
231,4,179.20999999999998,15.666666666666666,3,1,3,New
232,37,1198.75,7.833333333333333,5,5,5,Premium
233,26,956.85,8.4,5,5,5,Premium
234,43,661.84,8.69047619047619,5,5,5,Premium
235,22,425.92,11.380952380952381,4,4,4,Premium
236,46,850.88,5.933333333333334,5,5,5,Premium
237,9,84.33,8.625,5,3,2,Promising
238,7,233.76,14.833333333333334,3,2,3,Promising
239,6,121.82,19.4,2,2,2,Lost
240,6,31.88,23.0,1,2,1,Lost
241,15,72.02,11.928571428571429,4,4,2,Frugal
242,17,158.44,12.375,4,4,3,Loyal
243,28,1379.6200000000001,12.25925925925926,4,5,5,Premium
244,8,83.07,15.142857142857142,3,2,2,Promising
245,6,130.45,28.0,1,2,3,Lost
246,6,75.85,13.6,3,2,2,Promising
247,6,58.7,21.8,2,2,1,Lost
248,59,1197.72,6.172413793103448,5,5,5,Premium
249,10,111.66,7.111111111111111,5,3,2,Promising
250,12,382.14,18.454545454545453,2,3,4,Sleeping
251,11,132.4,15.5,3,3,3,Loyal
252,5,81.95000000000002,26.0,1,1,2,Lost
253,4,25.86,12.0,4,1,1,New
254,12,37.11,4.454545454545454,5,3,1,New
255,5,291.66999999999996,19.25,2,1,4,High_Check
256,19,187.22,18.11111111111111,2,4,3,Sleeping
257,21,218.99,4.5,5,4,3,Loyal
258,25,535.67,8.708333333333334,5,5,4,Premium
259,4,51.349999999999994,13.0,3,1,1,New
260,18,584.36,10.588235294117647,4,4,5,Premium
261,9,22.2,3.75,5,3,1,New
262,46,224.37,7.288888888888889,5,5,3,Loyal
263,4,52.69,8.666666666666666,5,1,1,New
264,30,2580.35,11.482758620689655,4,5,5,Premium
265,8,128.35999999999999,17.571428571428573,2,2,3,Lost
266,6,52.879999999999995,13.4,3,2,1,New
267,10,414.71000000000004,23.666666666666668,1,3,4,Sleeping
268,10,55.1,22.11111111111111,1,3,1,Sleeping
269,4,129.72,30.0,1,1,3,Lost
270,23,210.19,12.227272727272727,4,4,3,Loyal
271,16,0.0,19.0,2,4,1,Frugal
272,10,59.07,15.11111111111111,3,3,2,Promising
273,20,266.48,14.421052631578947,3,4,4,Loyal
274,15,83.36999999999999,18.714285714285715,2,4,2,Frugal
275,15,453.5,11.071428571428571,4,4,4,Premium
276,10,155.82,15.11111111111111,3,3,3,Loyal
277,4,109.84,12.666666666666666,4,1,2,New
278,69,1067.96,2.838235294117647,5,5,5,Premium
279,15,324.63,19.0,2,4,4,Sleeping
280,42,1767.97,8.609756097560975,5,5,5,Premium
281,31,1064.48,9.733333333333333,4,5,5,Premium
282,4,32.11,18.0,2,1,1,Lost
283,6,69.96000000000001,20.6,2,2,2,Lost
284,17,621.85,18.5,2,4,5,Sleeping
285,5,113.68,21.75,2,1,2,Lost
286,4,24.21,12.666666666666666,4,1,1,New
287,15,0.0,5.928571428571429,5,4,1,Frugal
288,4,40.07,26.666666666666668,1,1,1,Lost
289,50,2349.36,7.020408163265306,5,5,5,Premium
290,52,789.32,7.137254901960785,5,5,5,Premium
291,5,49.77,12.75,4,1,1,New
292,9,143.4,20.375,2,3,3,Sleeping
293,9,228.31,20.625,2,3,3,Sleeping
294,16,273.58,12.8,4,4,4,Premium
295,24,661.29,5.391304347826087,5,4,5,Premium
296,7,87.35000000000001,6.333333333333333,5,2,2,Promising
297,12,137.29000000000002,23.727272727272727,1,3,3,Sleeping
298,4,55.97,18.333333333333332,2,1,1,Lost
299,10,284.61,19.0,2,3,4,Sleeping
300,39,558.22,6.157894736842105,5,5,5,Premium
301,19,96.4,13.444444444444445,3,4,2,Frugal
302,11,112.31,12.7,4,3,2,Promising
303,9,16.34,14.375,3,3,1,New
304,43,185.18,8.071428571428571,5,5,3,Loyal
305,5,106.21,30.0,1,1,2,Lost
306,25,365.89,14.208333333333334,3,5,4,Loyal
307,35,388.23,10.617647058823529,4,5,4,Premium
308,4,36.04,11.666666666666666,4,1,1,New
309,26,617.8,1.0,5,5,5,Premium
310,100,286.15,3.3333333333333335,5,5,4,Premium
311,16,166.5,8.8,4,4,3,Loyal
312,5,17.71,19.25,2,1,1,Lost
313,100,2442.46,1.7272727272727273,5,5,5,Premium
314,6,3.55,25.8,1,2,1,Lost
315,5,102.9,14.75,3,1,2,New
316,22,448.37,11.095238095238095,4,4,4,Premium
317,5,64.37,14.75,3,1,2,New
318,8,7.9799999999999995,15.571428571428571,3,2,1,New
319,9,218.22,3.875,5,3,3,Loyal
320,6,301.46,15.0,3,2,4,High_Check
321,34,1520.82,11.030303030303031,4,5,5,Premium
322,15,489.07,17.928571428571427,2,4,4,Sleeping
323,72,2965.28,2.4507042253521125,5,5,5,Premium
324,12,317.67,18.363636363636363,2,3,4,Sleeping
325,8,239.57,17.285714285714285,2,2,3,Lost
326,6,263.9,14.4,3,2,4,High_Check
327,64,2238.86,5.507936507936508,5,5,5,Premium
328,13,344.45,15.583333333333334,3,3,4,Loyal
329,9,69.0,18.375,2,3,2,Sleeping
330,8,26.98,25.142857142857142,1,2,1,Lost
331,9,32.74,25.375,1,3,1,Sleeping
332,13,553.27,8.916666666666666,4,3,5,Loyal
333,9,52.81,19.5,2,3,1,Sleeping
334,64,1950.86,5.666666666666667,5,5,5,Premium
335,7,48.76,17.0,3,2,1,New
336,12,15.17,4.363636363636363,5,3,1,New
337,13,415.5,21.333333333333332,2,3,4,Sleeping
338,6,14.459999999999999,26.2,1,2,1,Lost
339,4,46.22,13.666666666666666,3,1,1,New
340,6,176.8,10.0,4,2,3,Promising
341,12,465.29,17.454545454545453,2,3,4,Sleeping
342,17,146.72,17.4375,2,4,3,Sleeping
343,5,113.77,25.0,1,1,2,Lost
344,10,8.350000000000001,16.0,3,3,1,New
345,4,12.2,26.333333333333332,1,1,1,Lost
346,7,108.62,24.333333333333332,1,2,2,Lost
347,4,71.94,9.666666666666666,4,1,2,New
348,29,179.13,10.857142857142858,4,5,3,Loyal
349,8,70.45,14.285714285714286,3,2,2,Promising
350,15,512.83,8.0,5,4,4,Premium
351,15,573.84,13.285714285714286,3,4,5,Loyal
352,11,649.52,22.8,1,3,5,Sleeping
353,12,82.76,14.909090909090908,3,3,2,Promising
354,6,1.75,25.2,1,2,1,Lost
355,14,573.42,16.0,3,4,5,Loyal
356,4,56.15,16.0,3,1,1,New
357,9,473.22999999999996,13.0,3,3,4,Loyal
358,8,138.14000000000001,24.714285714285715,1,2,3,Lost
359,16,435.49,17.733333333333334,2,4,4,Sleeping
360,4,20.23,3.6666666666666665,5,1,1,New
361,7,210.74,15.666666666666666,3,2,3,Promising
362,12,341.46,10.818181818181818,4,3,4,Loyal
363,13,576.93,9.916666666666666,4,3,5,Loyal
364,19,682.1899999999999,14.277777777777779,3,4,5,Loyal
365,16,75.03,9.866666666666667,4,4,2,Frugal
366,4,132.6,12.666666666666666,4,1,3,New
367,5,203.3,23.25,1,1,3,Lost
368,5,18.990000000000002,21.5,2,1,1,Lost
369,17,408.85,15.5,3,4,4,Loyal
370,28,313.15,9.703703703703704,4,5,4,Premium
371,4,58.04,18.333333333333332,2,1,1,Lost
372,13,71.17,21.25,2,3,2,Sleeping
373,59,1385.95,6.137931034482759,5,5,5,Premium
374,17,87.63,19.5,2,4,2,Frugal
375,8,160.46,20.142857142857142,2,2,3,Lost
376,9,111.69,20.375,2,3,2,Sleeping
377,4,102.94999999999999,21.0,2,1,2,Lost
378,9,143.54999999999998,23.875,1,3,3,Sleeping
379,20,885.6,10.578947368421053,4,4,5,Premium
380,13,98.89,14.25,3,3,2,Promising
381,17,1202.6,13.9375,3,4,5,Loyal
382,30,565.1,10.413793103448276,4,5,5,Premium
383,10,310.39,19.88888888888889,2,3,4,Sleeping
384,10,36.76,19.555555555555557,2,3,1,Sleeping
385,5,95.24,28.75,1,1,2,Lost
386,5,113.81,20.5,2,1,2,Lost
387,9,47.47,11.5,4,3,1,New
388,11,1.26,23.9,1,3,1,Sleeping
389,13,576.8,12.5,4,3,5,Loyal
390,23,1065.59,13.772727272727273,3,4,5,Loyal
391,24,672.47,7.6521739130434785,5,4,5,Premium
392,7,67.83,16.666666666666668,3,2,2,Promising
393,11,381.75,19.2,2,3,4,Sleeping
394,6,345.02,27.0,1,2,4,High_Check
395,4,5.82,20.666666666666668,2,1,1,Lost
396,19,384.81,15.166666666666666,3,4,4,Loyal
397,4,34.93,4.666666666666667,5,1,1,New
398,54,1502.92,6.830188679245283,5,5,5,Premium
399,4,54.3,12.666666666666666,4,1,1,New
400,6,175.64,27.0,1,2,3,Lost
401,5,119.23,14.5,3,1,2,New
402,5,40.58,13.5,3,1,1,New
403,33,1145.5,11.0625,4,5,5,Premium
404,7,201.51000000000002,13.5,3,2,3,Promising
405,6,55.78,22.4,1,2,1,Lost
406,5,168.04,17.0,3,1,3,New
407,5,157.54999999999998,16.75,3,1,3,New
408,5,69.63,28.0,1,1,2,Lost
409,87,2095.89,4.22093023255814,5,5,5,Premium
410,29,934.0400000000001,6.142857142857143,5,5,5,Premium
411,12,46.209999999999994,19.818181818181817,2,3,1,Sleeping
412,5,91.47,21.25,2,1,2,Lost
413,21,820.34,8.0,5,4,5,Premium
414,4,90.31,26.666666666666668,1,1,2,Lost
415,7,143.73,16.666666666666668,3,2,3,Promising
416,4,72.8,27.666666666666668,1,1,2,Lost
417,10,156.23,20.22222222222222,2,3,3,Sleeping
418,9,431.11,22.25,1,3,4,Sleeping
419,25,6.38,10.166666666666666,4,5,1,Frugal
420,23,100.06,11.136363636363637,4,4,2,Frugal
421,4,45.7,21.333333333333332,2,1,1,Lost
422,28,548.31,9.296296296296296,4,5,4,Premium
423,43,252.04000000000002,8.69047619047619,5,5,4,Premium
424,5,28.96,18.5,2,1,1,Lost
425,8,375.36,14.714285714285714,3,2,4,High_Check
426,14,114.23,16.076923076923077,3,4,2,Frugal
427,9,134.17000000000002,21.0,2,3,3,Sleeping
428,4,71.0,30.0,1,1,2,Lost
429,30,129.19,11.931034482758621,4,5,3,Loyal
430,9,150.6,10.375,4,3,3,Loyal
431,10,2.98,8.555555555555555,5,3,1,New
432,53,1483.63,6.480769230769231,5,5,5,Premium
433,6,120.77,19.2,2,2,2,Lost
434,5,114.06,11.25,4,1,2,New
435,14,130.38,14.461538461538462,3,4,3,Loyal
436,17,82.42,9.625,4,4,2,Frugal
437,20,388.07,16.526315789473685,3,4,4,Loyal
438,12,670.31,8.727272727272727,5,3,5,Loyal
439,10,128.96,19.333333333333332,2,3,3,Sleeping
440,19,111.98,8.555555555555555,5,4,2,Frugal
441,15,330.14000000000004,21.5,2,4,4,Sleeping
442,13,621.83,18.5,2,3,5,Sleeping
443,11,241.21,14.5,3,3,3,Loyal
444,43,3958.11,5.619047619047619,5,5,5,Premium
445,5,16.060000000000002,21.75,2,1,1,Lost
446,9,29.28,24.0,1,3,1,Sleeping
447,6,44.38,18.2,2,2,1,Lost
448,34,893.58,10.181818181818182,4,5,5,Premium
449,22,264.13,10.142857142857142,4,4,4,Premium
450,18,665.34,16.764705882352942,3,4,5,Loyal
451,33,977.82,9.28125,4,5,5,Premium
452,25,808.29,5.75,5,5,5,Premium
453,14,303.73,18.307692307692307,2,4,4,Sleeping
454,55,721.55,6.407407407407407,5,5,5,Premium
455,8,226.09,3.5714285714285716,5,2,3,Promising
456,7,114.39,18.166666666666668,2,2,2,Lost
457,5,75.15,18.5,2,1,2,Lost
458,15,659.29,14.928571428571429,3,4,5,Loyal
459,24,557.81,11.869565217391305,4,4,5,Premium
460,4,87.72,27.666666666666668,1,1,2,Lost
461,5,4.21,29.5,1,1,1,Lost
462,60,2716.9700000000003,5.711864406779661,5,5,5,Premium
463,8,294.46,19.0,2,2,4,High_Check
464,50,1127.86,7.428571428571429,5,5,5,Premium
465,41,1008.77,8.25,5,5,5,Premium
466,32,1900.97,11.483870967741936,4,5,5,Premium
467,6,70.13000000000001,10.6,4,2,2,Promising
468,7,42.93,27.166666666666668,1,2,1,Lost
469,9,125.10000000000001,23.25,1,3,2,Sleeping
470,17,134.11,7.5625,5,4,3,Loyal
471,7,233.98000000000002,10.833333333333334,4,2,3,Promising
472,5,16.76,26.0,1,1,1,Lost
473,12,356.19000000000005,7.7272727272727275,5,3,4,Loyal
474,30,314.1,7.793103448275862,5,5,4,Premium
475,29,211.68,9.464285714285714,4,5,3,Loyal
476,17,520.18,16.0625,3,4,4,Loyal
477,5,31.61,12.25,4,1,1,New
478,9,76.0,19.0,2,3,2,Sleeping
479,24,200.51,13.956521739130435,3,4,3,Loyal
480,13,276.12,4.083333333333333,5,3,4,Loyal
481,36,1106.85,10.0,4,5,5,Premium
482,10,296.97,16.22222222222222,3,3,4,Loyal
483,10,36.19,15.0,3,3,1,New
484,11,103.52,23.9,1,3,2,Sleeping
485,13,170.53,12.083333333333334,4,3,3,Loyal
486,13,658.45,20.25,2,3,5,Sleeping
487,34,1392.33,9.848484848484848,4,5,5,Premium
488,7,246.28,24.166666666666668,1,2,3,Lost
489,8,242.57,17.142857142857142,2,2,3,Lost
490,4,2.1,19.666666666666668,2,1,1,Lost
491,4,86.21,27.333333333333332,1,1,2,Lost
492,6,112.69,9.8,4,2,2,Promising
493,8,169.92000000000002,11.571428571428571,4,2,3,Promising
494,4,366.04,19.0,2,1,4,High_Check
495,25,743.67,13.416666666666666,3,5,5,Loyal
496,83,1429.96,3.4146341463414633,5,5,5,Premium
497,10,547.0699999999999,11.88888888888889,4,3,4,Loyal
498,13,265.4,20.5,2,3,4,Sleeping
499,7,184.15,5.0,5,2,3,Promising
500,4,13.94,15.666666666666666,3,1,1,New
501,7,198.13,24.833333333333332,1,2,3,Lost
502,8,434.72,17.571428571428573,2,2,4,High_Check
503,37,933.11,10.0,4,5,5,Premium
504,5,148.13,25.0,1,1,3,Lost
505,4,43.559999999999995,20.666666666666668,2,1,1,Lost
506,5,80.29,25.5,1,1,2,Lost
507,8,305.27000000000004,9.142857142857142,4,2,4,High_Check
508,20,686.9100000000001,11.631578947368421,4,4,5,Premium
509,12,508.37,20.181818181818183,2,3,4,Sleeping
510,10,49.95,5.666666666666667,5,3,1,New
511,6,109.77,22.6,1,2,2,Lost
512,5,144.04000000000002,20.25,2,1,3,Lost
513,4,29.47,12.666666666666666,4,1,1,New
514,6,73.09,9.8,4,2,2,Promising
515,20,190.44,12.421052631578947,4,4,3,Loyal
516,94,2209.53,3.924731182795699,5,5,5,Premium
517,5,132.14000000000001,9.0,4,1,3,New
518,6,53.24,24.4,1,2,1,Lost
519,11,8.57,15.6,3,3,1,New
520,30,667.33,11.206896551724139,4,5,5,Premium
521,7,191.45000000000002,23.166666666666668,1,2,3,Lost
522,11,122.85,23.1,1,3,2,Sleeping
523,13,61.489999999999995,20.25,2,3,2,Sleeping
524,6,262.81,26.4,1,2,4,High_Check
525,37,93.63,10.0,4,5,2,Frugal
526,5,96.78,17.25,2,1,2,Lost
527,4,9.879999999999999,29.333333333333332,1,1,1,Lost
528,35,1136.18,10.411764705882353,4,5,5,Premium
529,51,1110.48,6.38,5,5,5,Premium
530,4,143.29000000000002,7.0,5,1,3,New
531,30,344.11,11.793103448275861,4,5,4,Premium
532,5,56.25,23.5,1,1,1,Lost
533,5,45.89,21.25,2,1,1,Lost
534,8,82.13,17.142857142857142,2,2,2,Lost
535,29,733.44,8.714285714285714,5,5,5,Premium
536,4,90.0,25.333333333333332,1,1,2,Lost
537,6,22.38,13.8,3,2,1,New
538,27,288.55,13.115384615384615,3,5,4,Loyal
539,18,605.34,17.764705882352942,2,4,5,Sleeping
540,6,89.18,14.0,3,2,2,Promising
541,6,47.67999999999999,22.4,1,2,1,Lost
542,4,74.13000000000001,14.666666666666666,3,1,2,New
543,12,147.09,13.545454545454545,3,3,3,Loyal
544,5,17.71,15.75,3,1,1,New
545,5,122.22,12.0,4,1,2,New
546,7,109.82999999999998,26.166666666666668,1,2,2,Lost
547,11,171.64,5.8,5,3,3,Loyal
548,8,130.68,19.0,2,2,3,Lost
549,11,65.3,16.9,3,3,2,Promising
550,5,334.29,13.5,3,1,4,High_Check
551,11,256.07,20.8,2,3,4,Sleeping
552,13,201.36,13.0,3,3,3,Loyal
